JDtimes, Fluxes, Uncertainty
2572.054510,317.121956,18.83575534
2572.055191,311.845086,18.85397386
2572.055872,318.969800,18.8294472
2572.056553,328.819476,18.79642729
2572.057234,285.000613,18.95170663
2572.057915,231.865406,19.17573123
2572.058596,255.919605,19.06856222
2572.059277,244.170931,19.11958622
2572.059958,265.410662,19.02902521
2572.060639,281.230223,18.96616614
2572.061320,261.831693,19.04376558
2572.062001,252.415759,19.08352995
2572.062682,271.594419,19.00401902
2572.063363,265.102570,19.03028627
2572.064044,291.476184,18.92731343
2572.064725,347.396572,18.7367573
2572.065407,312.939285,18.8501709
2572.066088,276.483858,18.98464667
2572.066769,285.903514,18.94827238
2572.067450,290.171816,18.93218305
2572.068131,283.115678,18.95891132
2572.068812,311.451811,18.85534397
2572.069493,301.707331,18.88985646
2572.070174,300.549798,18.89403001
2572.070855,330.428772,18.79112648
2572.071536,307.783670,18.86820718
2572.072217,304.840272,18.87864027
2572.072898,310.303178,18.85935556
2572.073579,305.205613,18.87733983
2572.074260,350.546815,18.72695605
2572.074941,337.408360,18.76843152
2572.075623,308.920611,18.8642039
2572.076304,316.469098,18.83799284
2572.076985,327.376908,18.80120101
2572.077666,323.892965,18.81281733
2572.078347,362.376662,18.69092057
2572.079028,331.222088,18.78852289
2572.079709,304.425018,18.88012026
2572.080390,309.817455,18.86105641
2572.081071,349.312286,18.73078646
2572.081752,316.753676,18.83701696
2572.082433,339.049313,18.76316395
2572.083114,323.539838,18.81400171
2572.083796,350.416394,18.72736008
2572.084477,354.277121,18.71546335
2572.085158,347.496485,18.73644508
2572.085839,322.884149,18.8162043
2572.086520,319.719090,18.8268997
2572.087201,327.991025,18.79916622
2572.087882,307.884842,18.86785035
2572.088563,311.442936,18.85537491
2572.089244,327.747833,18.79997154
2572.089925,315.500511,18.84132095
2572.090606,293.845594,18.91852316
2572.091287,224.252443,19.21197816
2572.091968,264.652303,19.03213192
2572.092649,213.613143,19.26475119
2572.093330,133.846409,19.77230431
2572.094011,188.167180,19.40246143
2572.094693,229.211252,19.18823128
2572.095374,194.556761,19.3662053
2572.096055,293.026968,18.92155214
2572.096736,240.014383,19.13822795
2572.097417,259.170503,19.05485719
2572.098098,300.448788,18.89439498
2572.098779,318.830640,18.82992099
2572.099460,342.020311,18.75369137
2572.100141,319.878066,18.82635996
2572.100822,329.760841,18.79332341
2572.101503,350.185907,18.72807446
2572.102184,370.177178,18.66779702
2572.102865,322.442683,18.8176898
2572.103546,317.298828,18.83514995
2572.104227,302.897300,18.88558261
2572.104909,300.219305,18.89522458
2572.105590,324.581150,18.81051288
2572.106271,279.847542,18.97151738
2572.106952,254.093487,19.07633729
2572.107633,281.052828,18.96685122
2572.108314,311.269242,18.8559806
2572.108995,265.610064,19.0282098
2572.109676,283.883690,18.95597001
2572.110357,258.960677,19.05573656
2572.111038,302.070078,18.88855185
2572.111719,301.194585,18.89170322
2572.112400,306.455498,18.87290257
2572.113082,269.435173,19.01268539
2572.113762,272.057752,19.00216836
2572.114444,296.282023,18.90955786
2572.115125,305.827780,18.87512879
2572.115806,302.755854,18.88608975
2572.116487,302.441369,18.88721813
2572.117168,273.329068,18.99710657
2572.117849,266.503716,19.02456294
2572.118530,230.776755,19.18084096
2572.119211,293.049565,18.92146841
2572.119892,276.562346,18.98433849
2572.120573,254.053374,19.0765087
2572.121254,269.095579,19.01405471
2572.121935,279.840258,18.97154564
2572.122616,311.255461,18.85602867
2572.123297,275.389570,18.9889524
2572.123978,294.923155,18.91454894
2572.124660,259.966682,19.05152689
2572.125341,270.682652,19.00767006
2572.126022,236.193539,19.15565108
2572.126703,259.563323,19.05321281
2572.127384,240.487670,19.13608908
2572.128065,261.406389,19.04553062
2572.128746,279.719088,18.97201586
2572.129427,242.974997,19.12491716
2572.130108,237.183055,19.15111197
2572.130789,242.176505,19.1284911
2572.131470,272.810687,18.99916767
2572.132151,200.624187,19.3328629
2572.132832,239.718510,19.13956719
2572.133513,260.921784,19.04754527
2572.134195,271.654424,19.00377916
2572.134876,271.001849,19.00639048
2572.135557,266.572693,19.02428197
2572.136238,276.912431,18.98296498
2572.136919,293.922636,18.91823853
2572.137600,255.476444,19.07044396
2572.138281,271.977627,19.00248817
2572.138962,258.967959,19.05570603
2572.139643,244.095070,19.1199236
2572.140324,302.749772,18.88611156
2572.141005,306.625566,18.87230021
2572.141686,322.825116,18.81640283
2572.142367,309.840644,18.86097515
2572.143048,284.347939,18.95419591
2572.143730,271.473335,19.00450317
2572.144411,268.475232,19.01656055
2572.145092,307.028119,18.87087574
2572.145773,305.185798,18.87741032
2572.146454,310.881749,18.85733305
2572.147135,316.144505,18.83910702
2572.147816,328.767238,18.79659978
2572.148497,359.393257,18.69989631
2572.149178,341.528170,18.75525479
2572.149859,280.367608,18.96950153
2572.150540,279.351063,18.9734453
2572.151221,303.781531,18.8824177
2572.151902,276.500861,18.9845799
2572.152583,272.143049,19.001828
2572.153264,276.632964,18.98406129
2572.153946,263.563068,19.03660973
2572.154627,294.301070,18.91684152
2572.155308,271.147823,19.00580581
2572.155989,197.895265,19.34773261
2572.156670,245.324718,19.11446785
2572.157351,190.106415,19.39132919
2572.158032,484.851286,18.37479974
2572.158713,147.942717,19.66358714
2572.159394,564.103148,18.21042481
2572.160075,204.713950,19.31095252
2572.160756,208.625038,19.29040505
2572.161437,205.216290,19.30829154
2572.162118,198.788786,19.34284141
2572.162799,243.115591,19.12428909
2572.163481,264.706372,19.03191013
2572.164161,289.281877,18.93551805
2572.164843,255.766476,19.06921207
2572.165524,267.976934,19.01857758
2572.166205,302.453837,18.88717337
2572.166886,245.335059,19.11442208
2572.167567,243.565320,19.12228249
2572.168248,227.860550,19.19464826
2572.168929,240.588842,19.13563241
2572.169610,262.518238,19.04092242
2572.170291,257.441190,19.06212603
2572.170972,291.438822,18.92745261
2572.171653,330.840395,18.78977479
2572.172334,330.698662,18.79024002
2572.173015,385.389495,18.62407144
2572.173697,317.002113,18.83616572
2572.174378,281.224319,18.96618893
2572.175059,270.296853,19.00921865
2572.175740,256.504945,19.06608176
2572.176421,293.970515,18.91806168
2572.177102,524.534980,18.28938498
2572.177783,324.626078,18.8103626
2572.178464,287.081881,18.94380666
2572.179145,259.869172,19.05193421
2572.179826,250.176652,19.09320418
2572.180507,260.115431,19.05090583
2572.181188,288.631380,18.93796225
2572.181869,273.079584,18.99809804
2572.182550,272.421415,19.00071801
2572.183231,267.479713,19.02059399
2572.183913,268.407539,19.01683434
2572.184594,263.726410,19.03593706
2572.185275,277.702512,18.9798716
2572.185956,279.995377,18.97094397
2572.186637,295.305875,18.9131409
2572.187318,288.028242,18.94023343
2572.187999,289.338908,18.93530402
2572.188680,284.802341,18.95246223
2572.189361,292.092783,18.92501905
2572.190042,268.423535,19.01676964
2572.190723,250.634867,19.0912174
2572.191404,257.821849,19.06052182
2572.192085,264.895192,19.03113593
2572.192766,267.096178,19.02215193
2572.193447,249.786477,19.09489881
2572.194129,281.948603,18.96339625
2572.194810,254.406026,19.07500263
2572.195491,265.245843,19.02969965
2572.196172,242.538159,19.12687093
2572.196853,229.146776,19.18853674
2572.197534,248.656720,19.09982062
2572.198215,263.421327,19.03719379
2572.198896,280.951985,18.96724086
2572.199577,311.535456,18.85505242
2572.200258,317.800900,18.83343331
2572.200939,324.354408,18.8112716
2572.201620,276.562376,18.98433837
2572.202301,309.274762,18.86295991
2572.202982,332.641658,18.78387953
2572.203663,278.984707,18.97487012
2572.204345,336.438394,18.77155724
2572.205026,324.117724,18.81206416
2572.205707,300.636141,18.89371815
2572.206388,328.239230,18.7983449
2572.207069,294.082715,18.91764737
2572.207750,279.352442,18.97343994
2572.208431,239.807352,19.13916488
2572.209112,273.628554,18.99591758
2572.209793,305.891452,18.87490276
2572.210474,325.279973,18.8081778
2572.211155,312.608911,18.85131774
2572.211836,331.937191,18.78618133
2572.212517,404.714551,18.57094907
2572.213199,321.803858,18.819843
2572.213880,316.330917,18.83846702
2572.214561,337.587288,18.76785591
2572.215242,292.648412,18.92295569
2572.215923,295.080724,18.91396902
2572.216604,307.890009,18.86783213
2572.217285,340.245364,18.75934058
2572.217966,332.967271,18.78281725
2572.218647,317.655740,18.83392935
2572.219328,278.530560,18.97663899
2572.220009,279.444516,18.97308214
2572.220690,253.410586,19.07925924
2572.221371,247.873628,19.10324531
2572.222052,232.753227,19.17158184
2572.222733,233.620923,19.16754178
2572.223415,177.218175,19.46755047
2572.224096,250.998111,19.08964499
2572.224777,231.741229,19.17631285
2572.225458,207.428239,19.29665142
2572.226139,205.696677,19.30575293
2572.226820,250.226783,19.09298664
2572.227501,263.186281,19.038163
2572.228182,267.952676,19.01867587
2572.228863,254.814127,19.07326236
2572.229544,283.094038,18.95899431
2572.230225,251.340838,19.08816347
2572.230906,264.856948,19.03129269
2572.231587,278.678921,18.97606082
2572.232268,268.874514,19.01494702
2572.232949,276.356889,18.98514538
2572.233631,287.769669,18.94120857
2572.234312,287.820043,18.94101853
2572.234993,302.638383,18.8865111
2572.235674,363.484352,18.68760682
2572.236355,319.747032,18.82680481
2572.237036,298.577872,18.90117707
2572.237717,295.664154,18.91182443
2572.238398,264.463548,19.03290657
2572.239079,292.323971,18.92416004
2572.239760,282.765157,18.96025638
2572.240441,315.916835,18.83988919
2572.241122,300.046434,18.89584994
2572.241803,296.031474,18.9104764
2572.242484,290.248159,18.93189743
2572.243165,318.004563,18.83273774
2572.243847,333.097392,18.78239303
2572.244528,318.758078,18.83016812
2572.245209,306.358207,18.87324732
2572.245890,278.507157,18.97673022
2572.246571,299.001693,18.899637
2572.247252,257.436800,19.06214455
2572.247933,295.303593,18.91314929
2572.248614,256.690012,19.06529869
2572.249295,276.756961,18.98357474
2572.249976,262.772115,19.03987293
2572.250657,288.003461,18.94032685
2572.251338,285.093331,18.95135347
2572.252019,292.253830,18.92442059
2572.252701,267.972340,19.0185962
2572.253382,283.232793,18.95846228
2572.254063,267.223268,19.02163544
2572.254744,294.884838,18.91469001
2572.255425,277.357852,18.98121995
2572.256106,239.045760,19.14261851
2572.256787,275.339543,18.98914965
2572.257468,266.758019,19.02352741
2572.258149,248.240428,19.10163984
2572.258830,292.664575,18.92289572
2572.259511,260.610024,19.04884333
2572.260192,323.842804,18.81298549
2572.260873,268.804706,19.01522895
2572.261554,251.421791,19.08781383
2572.262235,224.279752,19.21184595
2572.262916,265.585777,19.02830908
2572.263598,271.980551,19.00247649
2572.264279,235.002277,19.16114094
2572.264960,248.461230,19.10067454
2572.265641,203.733833,19.31616322
2572.266322,237.780854,19.14837891
2572.267003,265.964729,19.026761
2572.267684,231.984469,19.17517384
2572.268365,251.450576,19.08768953
2572.269046,273.954693,18.99462426
2572.269727,256.050388,19.06800752
2572.270408,255.540447,19.07017199
2572.271089,257.126619,19.06345352
2572.271770,265.702909,19.02783034
2572.272451,265.262705,19.02963063
2572.273133,262.042102,19.04289343
2572.273814,264.691498,19.03197114
2572.274495,258.099447,19.05935343
2572.275176,282.128351,18.96270429
2572.275857,293.728384,18.91895633
2572.276538,311.626486,18.85473521
2572.277219,302.240022,18.88794119
2572.277900,308.449202,18.86586199
2572.278581,318.770285,18.83012654
2572.279262,291.874112,18.92583218
2572.279943,264.511206,19.03271093
2572.280624,274.428781,18.99274698
2572.281305,279.710125,18.97205065
2572.281986,280.143549,18.97036955
2572.282667,273.991254,18.99447937
2572.283349,286.694966,18.94527095
2572.284030,292.818128,18.92232622
2572.284711,271.623803,19.00390155
2572.285392,285.660666,18.94919501
2572.286073,289.873006,18.93330168
2572.286754,253.984088,19.07680484
2572.287435,311.776626,18.85421224
2572.288116,231.503732,19.17742612
2572.288797,239.604913,19.14008182
2572.289478,240.420405,19.13639281
2572.290159,335.538441,18.77446541
2572.290840,342.255277,18.75294573
2572.291521,154.095353,19.61934726
2572.292202,170.985101,19.50642544
2572.292884,200.313661,19.3345447
2572.293565,199.073371,19.34128819
2572.294246,203.921899,19.31516145
2572.294927,229.731964,19.18576756
2572.295608,240.713250,19.13507113
2572.296289,231.985944,19.17516694
2572.296970,230.536094,19.18197379
2572.297651,248.486198,19.10056544
2572.298332,210.701376,19.27965269
2572.299013,195.533327,19.36076914
2572.299694,285.283613,18.95062905
2572.300375,237.989474,19.14742674
2572.301056,268.176892,19.01776773
2572.301737,246.570508,19.10896829
2572.302419,257.297149,19.06273368
2572.303100,240.247316,19.13717476
2572.303781,258.615929,19.05718294
2572.304462,266.510910,19.02453363
2572.305143,225.620863,19.20537298
2572.305824,235.918912,19.15691422
2572.306505,246.607052,19.10880739
2572.307186,267.473638,19.02061866
2572.307867,307.375021,18.86964969
2572.308548,254.550245,19.07438732
2572.309229,253.447610,19.07910062
2572.309910,246.196643,19.1106158
2572.310591,272.820639,18.99912806
2572.311272,238.278027,19.14611113
2572.311953,224.554445,19.21051698
2572.312635,231.608023,19.17693712
2572.313316,258.836888,19.05625569
2572.313997,253.523500,19.07877556
2572.314678,277.496520,18.98067726
2572.315359,226.748277,19.19996113
2572.316040,208.260981,19.29230134
2572.316721,255.320991,19.07110481
2572.317402,283.756790,18.95645546
2572.318083,281.174129,18.96638272
2572.318764,235.868862,19.15714459
2572.319445,233.627000,19.16751354
2572.320126,234.024151,19.16566942
2572.320807,296.682184,18.90809245
2572.321488,249.043900,19.09813134
2572.322169,240.613515,19.13552107
2572.322851,231.857046,19.17577037
2572.323532,258.643989,19.05706514
2572.324213,255.222678,19.07152296
2572.324894,250.676291,19.09103797
2572.325575,281.058120,18.96683078
2572.326256,285.181642,18.9510172
2572.326937,289.338061,18.9353072
2572.327618,265.887620,19.02707583
2572.328299,331.564191,18.78740207
2572.328980,350.086208,18.72838361
2572.329661,297.573790,18.90483443
2572.330342,332.566444,18.78412505
2572.331023,264.520115,19.03267436
2572.331704,246.404284,19.10970048
2572.332385,265.766823,19.0275692
2572.333066,270.812529,19.00714923
2572.333748,252.357872,19.08377898
2572.334429,354.119717,18.71594585
2572.335110,333.879273,18.77984747
2572.335791,300.245035,18.89513153
2572.336472,277.517100,18.98059674
2572.337153,306.919693,18.87125923
2572.337834,333.043983,18.78256714
2572.338515,367.926790,18.67441759
2572.339196,293.771105,18.91879842
2572.339877,319.519345,18.82757822
2572.340558,287.917733,18.94065008
2572.341239,311.760708,18.85426767
2572.341921,346.307490,18.7401664
2572.342601,359.905083,18.69835117
2572.343283,296.399009,18.90912925
2572.343964,340.372072,18.75893632
2572.344645,332.989305,18.78274541
2572.345326,304.429396,18.88010465
2572.346007,321.533804,18.82075452
2572.346688,337.233658,18.76899383
2572.347369,306.998467,18.8709806
2572.348050,329.979422,18.79260397
2572.348731,332.929874,18.7829392
2572.349412,328.536428,18.79736229
2572.350093,305.272323,18.87710254
2572.350774,322.444971,18.8176821
2572.351455,325.577350,18.80718566
2572.352137,290.671378,18.93031544
2572.352818,316.955400,18.83632573
2572.353499,302.871121,18.88567645
2572.354180,282.938029,18.95959281
2572.354861,205.981301,19.30425163
2572.355542,146.802688,19.6719861
2572.356223,277.992321,18.97873912
2572.356904,194.717491,19.3653087
2572.357585,203.851537,19.31553614
2572.358266,247.832439,19.10342574
2572.358947,200.419539,19.33397097
2572.359628,245.872733,19.1120452
2572.360309,247.361425,19.10549118
2572.360990,259.570034,19.05318473
2572.361671,296.156252,18.91001885
2572.362352,247.011454,19.10702839
2572.363034,263.648124,19.0362594
2572.363715,268.863149,19.01499292
2572.364396,295.833341,18.91120332
2572.365077,308.790613,18.86466089
2572.365758,302.609416,18.88661502
2572.366439,260.695859,19.04848578
2572.367120,246.196069,19.11061833
2572.367801,275.285256,18.98936374
2572.368482,264.909307,19.03107808
2572.369163,275.027205,18.99038198
2572.369844,255.185039,19.07168309
2572.370525,271.019474,19.00631987
2572.371206,269.404374,19.01280951
2572.371887,254.046601,19.07653764
2572.372568,263.140224,19.03835302
2572.373250,239.175952,19.14202734
2572.373931,304.944226,18.87827008
2572.374612,259.170427,19.05485751
2572.375293,283.982687,18.95559146
2572.375974,298.151717,18.90272783
2572.376655,278.666748,18.97610824
2572.377336,268.417024,19.01679597
2572.378017,260.610044,19.04884324
2572.378698,241.563109,19.13124459
2572.379379,293.092310,18.92131006
2572.380060,317.652670,18.83393984
2572.380741,292.386926,18.92392624
2572.381422,307.071498,18.87072235
2572.382103,322.137584,18.81871762
2572.382785,358.699230,18.70199501
2572.383466,293.900272,18.91832115
2572.384147,311.691696,18.85450804
2572.384828,323.724221,18.81338313
2572.385509,303.595310,18.88308347
2572.386190,337.514982,18.76808848
2572.386871,275.639227,18.98796856
2572.387552,264.808331,19.03149201
2572.388233,280.837432,18.96768363
2572.388914,294.841203,18.91485068
2572.389595,281.235027,18.96614759
2572.390276,285.912398,18.94823865
2572.390957,285.105469,18.95130725
2572.391638,282.465528,18.96140748
2572.392320,270.595695,19.00801891
2572.393001,275.616274,18.98805897
2572.393682,273.812492,18.99518797
2572.394363,282.237413,18.96228466
2572.395044,283.455551,18.9576087
2572.395725,281.652931,18.96453543
2572.396406,612.742591,18.12062594
2572.397087,273.701236,18.99562922
2572.397768,279.090257,18.97445943
2572.398449,272.432130,19.0006753
2572.399130,287.866486,18.94084335
2572.399811,247.855231,19.1033259
2572.400492,297.382260,18.90553347
2572.401173,289.772514,18.93367814
2572.401854,302.168453,18.88819831
2572.402536,281.126786,18.96656555
2572.403217,274.982097,18.99056007
2572.403898,278.119468,18.97824264
2572.404579,289.515992,18.93463972
2572.405260,296.237693,18.90972032
2572.405941,297.083006,18.90662659
2572.406622,337.778399,18.76724144
2572.407303,360.257624,18.69728817
2572.407984,315.254503,18.84216787
2572.408665,313.049545,18.84978842
2572.409346,316.436907,18.83810329
2572.410027,293.441522,18.9200172
2572.410708,307.996594,18.86745633
2572.411389,318.876157,18.829766
2572.412070,300.335314,18.89480512
2572.412752,289.039044,18.93642984
2572.413433,280.098908,18.97054258
2572.414114,296.991045,18.90696273
2572.414795,307.710530,18.86846522
2572.415476,307.253319,18.87007966
2572.416157,306.587883,18.87243365
2572.416838,291.673635,18.92657818
2572.417519,309.222215,18.8631444
2572.418200,315.519131,18.84125687
2572.418881,301.229879,18.891576
2572.419562,304.500671,18.87985048
2572.420243,253.464612,19.07902778
2572.420924,266.824860,19.02325539
2572.421605,151.964820,19.63446347
2572.422287,214.496736,19.2602694
2572.422968,262.765170,19.03990162
2572.423649,249.050223,19.09810378
2572.424330,208.916862,19.28888738
2572.425011,204.710959,19.31096839
2572.425692,218.982080,19.23779967
2572.426373,240.665342,19.13528724
2572.427054,266.544187,19.02439808
2572.427735,266.890576,19.02298802
2572.428416,243.743064,19.12149045
2572.429097,238.346995,19.14579692
2572.429778,252.655373,19.08249977
2572.430459,259.786529,19.05227955
2572.431140,243.905367,19.12076773
2572.431821,262.824124,19.03965805
2572.432503,240.749103,19.13490942
2572.433184,226.721091,19.20009131
2572.433865,257.908411,19.06015735
2572.434546,241.811978,19.13012659
2572.435227,253.515843,19.07880835
2572.435908,254.048872,19.07652794
2572.436589,239.703008,19.13963741
2572.437270,231.202774,19.17883851
2572.437951,242.597323,19.12660611
2572.438632,242.720193,19.12605635
2572.439313,213.986177,19.26285682
2572.439994,214.969233,19.25788035
2572.440675,222.697023,19.21953509
2572.441356,302.068741,18.88855665
2572.442038,233.934869,19.16608372
2572.442719,264.996018,19.03072275
2572.443400,240.944723,19.13402757
2572.444081,223.972956,19.21333216
2572.444762,220.123787,19.23215368
2572.445443,222.725696,19.21939531
2572.446124,218.397499,19.24070197
2572.446805,230.502266,19.18213312
2572.447486,228.605677,19.19110359
2572.448167,232.070618,19.17477072
2572.448848,209.776012,19.28443156
2572.449529,213.673932,19.26444226
2572.450210,239.825787,19.13908142
2572.450891,316.910054,18.83648107
2572.451572,275.500075,18.98851681
2572.452254,243.014690,19.1247398
2572.452935,237.887111,19.14789384
2572.453616,316.267774,18.83868376
2572.454297,234.302525,19.1643787
2572.454978,221.696404,19.22442449
2572.455659,239.989303,19.13834141
2572.456340,212.639921,19.26970911
2572.457021,182.081607,19.43815593
2572.457702,291.110264,18.92867732
2572.458383,241.449292,19.13175627
2572.459064,290.314641,18.93164877
2572.459745,213.475562,19.2654507
2572.460426,239.652651,19.13986552
2572.461107,238.507044,19.14506809
2572.461789,242.077204,19.12893638
2572.462470,247.468149,19.10502284
2572.463151,253.817029,19.07751923
2572.463832,269.984691,19.01047327
2572.464513,262.595117,19.0406045
2572.465194,262.470292,19.04112073
2572.465875,219.006460,19.2376788
2572.466556,239.946850,19.13853348
2572.467237,248.855354,19.09895364
2572.467918,237.907222,19.14780205
2572.468599,251.979867,19.08540651
2572.469280,255.276637,19.07129344
2572.469961,289.012952,18.93652785
2572.470642,292.011912,18.9253197
2572.471323,239.719848,19.13956113
2572.472004,259.352034,19.05409697
2572.472686,285.994650,18.94792634
2572.473367,321.714024,18.82014614
2572.474048,273.252017,18.99741268
2572.474729,302.001899,18.88879693
2572.475410,290.495491,18.93097263
2572.476091,298.867421,18.90012468
2572.476772,271.865945,19.00293409
2572.477453,300.280624,18.89500284
2572.478134,284.009961,18.95548719
2572.478815,317.268137,18.83525497
2572.479496,318.042073,18.83260968
2572.480177,289.852318,18.93337917
2572.480858,270.827951,19.00708741
2572.481540,4400.951267,15.97995472
2572.482220,291.506296,18.92720127
2572.482902,254.603411,19.07416057
2572.483583,255.389369,19.07081408
2572.484264,195.726287,19.35969823
2572.484945,291.809764,18.92607157
2572.485626,267.764430,19.01943891
2572.486307,213.518722,19.26523121
2572.486988,288.090779,18.93999772
2572.487669,717.265215,17.94962169
2572.489031,391.884123,18.60592694
2572.489712,214.772176,19.25887608
2572.490393,194.373219,19.36723005
2572.491074,251.267897,19.08847861
2572.491756,194.187879,19.36826582
2572.492437,214.415778,19.26067927
2572.493118,251.268672,19.08847525
2572.493799,211.310247,19.27651972
2572.494480,247.342943,19.10557231
2572.495161,234.932462,19.16146354
2572.495842,216.481360,19.25026985
2572.496523,267.671194,19.01981703
2572.497204,249.739248,19.09510412
2572.497885,195.874966,19.35887378
2572.498566,257.301833,19.06271392
2572.499247,262.539173,19.04083583
2572.499928,222.251526,19.22170924
2572.500609,244.615102,19.11761295
2572.501290,261.293202,19.04600084
2572.501971,289.889609,18.9332395
2572.502653,268.954231,19.01462517
2572.503334,287.512554,18.94217909
2572.504015,283.979826,18.9556024
2572.504696,300.789642,18.89316393
2572.505377,294.220371,18.91713927
2572.506058,264.924066,19.03101759
2572.506739,255.491357,19.07038058
2572.507420,249.090299,19.09792908
2572.508101,258.868774,19.05612195
2572.508782,281.569257,18.96485803
2572.509463,245.875638,19.11203237
2572.510144,265.284969,19.02953951
2572.510825,259.579223,19.0531463
2572.511506,292.024968,18.92527115
2572.512187,290.425646,18.93123371
2572.512869,296.151613,18.91003586
2572.513550,255.097429,19.07205591
2572.514231,274.017370,18.99437588
2572.514912,230.134234,19.18386805
2572.515593,258.218095,19.05885443
2572.516274,308.155917,18.86689484
2572.516955,270.394992,19.00882451
2572.517636,267.711150,19.01965497
2572.518317,260.173561,19.05066321
2572.518998,272.448591,19.0006097
2572.519679,283.491931,18.95746936
2572.520360,274.797964,18.99128734
2572.521041,289.061376,18.93634595
2572.521722,238.184570,19.14653706
2572.522404,260.218762,19.0504746
2572.523085,298.888837,18.90004688
2572.523766,278.537694,18.97661118
2572.524447,249.631046,19.09557463
2572.525128,283.725136,18.95657659
2572.525809,271.483105,19.0044641
2572.526490,232.472027,19.17289436
2572.527171,248.149547,19.1020374
2572.527852,222.930115,19.21839927
2572.528533,230.014661,19.18443232
2572.529214,222.494078,19.22052498
2572.529895,260.630463,19.04875818
2572.530576,282.201149,18.96242417
2572.531257,261.181299,19.04646592
2572.531939,310.111366,18.86002691
2572.532620,306.059053,18.87430804
2572.533301,274.288096,18.99330372
2572.533982,265.661233,19.02800066
2572.534663,258.077930,19.05944395
2572.535344,282.714866,18.9604495
2572.536025,275.790183,18.98737411
2572.536706,261.479056,19.04522884
2572.537387,298.144739,18.90275324
2572.538068,282.915159,18.95968057
2572.538749,296.166496,18.9099813
2572.539430,298.875477,18.90009541
2572.540111,292.106972,18.92496631
2572.540792,281.171664,18.96639224
2572.541473,266.378819,19.02507189
2572.542155,276.814899,18.98334746
2572.542836,300.095918,18.8956709
2572.543517,286.893466,18.94451947
2572.544198,305.909764,18.87483777
2572.544879,298.905504,18.89998634
2572.545560,288.483683,18.93851798
2572.546241,307.055116,18.87078027
2572.546922,300.206106,18.89527231
2572.547603,301.833856,18.88940124
2572.548284,288.582238,18.93814712
2572.548965,306.917545,18.87126683
2572.549646,274.124353,18.99395207
2572.550327,304.303149,18.880555
2572.551008,247.922236,19.10303242
2572.551689,260.625265,19.04877983
2572.552371,229.288309,19.18786634
2572.553052,237.305217,19.1505529
2572.554414,595.709892,18.15123409
2572.555095,151.122301,19.64049973
2572.555776,173.829141,19.48851466
2572.556457,218.380592,19.24078602
2572.557138,239.787428,19.1392551
2572.557819,212.219977,19.27185546
2572.558500,214.378963,19.2608657
2572.559181,257.069840,19.0636933
2572.559862,258.119953,19.05926717
2572.560543,290.772834,18.92993654
2572.561224,283.431563,18.95770059
2572.561906,285.993978,18.9479289
2572.562587,204.608055,19.3115143
2572.563268,230.126399,19.18390501
2572.563949,249.233048,19.09730704
2572.564630,206.124978,19.30349456
2572.565311,243.512688,19.12251713
2572.565992,277.657713,18.98004676
2572.566673,241.411519,19.13192615
2572.567354,221.568327,19.22505192
2572.568035,226.999733,19.19875775
2572.568716,266.303556,19.0253787
2572.569397,249.477883,19.09624099
2572.570078,274.826862,18.99117317
2572.570759,240.100163,19.13783998
2572.571440,264.732658,19.03180232
2572.572122,277.226123,18.98173574
2572.572803,291.270767,18.92807887
2572.573484,281.965303,18.96333194
2572.574165,271.357487,19.0049666
2572.574846,267.975051,19.01858521
2572.575527,259.154133,19.05492577
2572.576208,273.088077,18.99806427
2572.576889,274.863242,18.99102945
2572.577570,318.526644,18.8309567
2572.578251,263.644325,19.03627505
2572.578932,297.140337,18.90641709
2572.579613,274.875237,18.99098208
2572.580294,282.444958,18.96148655
2572.580975,247.130335,19.10650597
2572.581657,249.232927,19.09730757
2572.582338,284.597619,18.95324296
2572.583019,265.541150,19.02849154
2572.583700,298.817789,18.900305
2572.584381,285.730653,18.94892903
2572.585062,290.612214,18.93053646
2572.585743,258.632185,19.0571147
2572.586424,250.682074,19.09101292
2572.587105,284.945204,18.95191774
2572.587786,294.195066,18.91723265
2572.588467,281.970201,18.96331308
2572.589148,339.071048,18.76309435
2572.589829,260.164337,19.05070171
2572.590510,275.435134,18.98877277
2572.591191,282.665368,18.96063961
2572.591873,293.276594,18.92062761
2572.592554,300.342664,18.89477855
2572.593235,243.413757,19.12295832
2572.593916,261.570361,19.04484979
2572.594597,235.683440,19.15799845
2572.595278,282.416507,18.96159592
2572.595959,289.942022,18.93304321
2572.596640,249.977786,19.09406757
2572.597321,271.979606,19.00248027
2572.598002,285.959032,18.94806157
2572.598683,264.506752,19.03272921
2572.599364,259.865448,19.05194977
2572.600045,251.997719,19.08532959
2572.600726,235.930266,19.15686197
2572.601408,262.643961,19.04040257
2572.602089,297.277517,18.90591596
2572.602770,292.387654,18.92392354
2572.603451,355.432819,18.7119273
2572.604132,316.064605,18.83938146
2572.604813,311.693657,18.85450121
2572.605494,300.106386,18.89563303
2572.606175,309.539980,18.86202924
2572.606856,317.001573,18.83616757
2572.607537,300.996394,18.89241788
2572.608218,292.661690,18.92290643
2572.608899,296.192808,18.90988484
2572.609580,338.110560,18.76617428
2572.610261,292.422437,18.92379439
2572.610942,245.234200,19.11486853
2572.611624,278.589581,18.97640894
2572.612305,286.711545,18.94520816
2572.612986,308.295894,18.86640177
2572.613667,322.689628,18.8168586
2572.614348,339.034864,18.76321022
2572.615029,307.827633,18.86805211
