JDtimes, Fluxes, Uncertainty
2559.246905,358.651694,18.7021389
2559.247586,370.779159,18.66603283
2559.248267,381.482290,18.63513516
2559.248948,365.987224,18.6801563
2559.249629,355.835994,18.71069643
2559.250310,376.701561,18.64882757
2559.250991,369.172400,18.67074805
2559.251672,289.755921,18.93374032
2559.252353,231.751850,19.17626309
2559.253034,298.873322,18.90010324
2559.253716,148.145397,19.66210071
2559.254397,184.109037,19.42613335
2559.255078,226.176700,19.20270146
2559.255759,250.793152,19.09053193
2559.256440,260.345982,19.04994392
2559.257121,310.949537,18.85709633
2559.257802,272.284595,19.00126344
2559.258483,312.566787,18.85146404
2559.259164,270.207356,19.0095782
2559.259845,293.824000,18.91860295
2559.260526,288.507024,18.93843014
2559.261208,287.666860,18.94159653
2559.261889,281.459558,18.96528111
2559.262570,306.016843,18.87445779
2559.263251,365.429888,18.68181095
2559.263932,300.079586,18.89572999
2559.264613,292.322155,18.92416679
2559.265294,345.997148,18.74113982
2559.265975,293.312494,18.92049471
2559.266656,333.798670,18.78010961
2559.267337,334.563793,18.77762377
2559.268018,381.678329,18.63457736
2559.268699,359.356753,18.70000659
2559.269380,364.201415,18.68546704
2559.270061,304.860339,18.87856879
2559.270743,343.068958,18.75036756
2559.271424,380.937688,18.63668626
2559.272105,364.540311,18.68445722
2559.272786,344.637803,18.74541383
2559.273467,328.067170,18.79891418
2559.274148,307.563635,18.86898366
2559.274829,327.331000,18.80135327
2559.275510,307.249914,18.87009169
2559.276191,280.938829,18.9672917
2559.276872,319.049971,18.82917434
2559.277553,324.442260,18.81097757
2559.278235,327.751495,18.79995941
2559.278916,319.775207,18.82670915
2559.279597,310.922348,18.85719127
2559.280278,297.883276,18.90370581
2559.280959,300.268840,18.89504545
2559.281640,283.494500,18.95745952
2559.282321,290.929709,18.92935093
2559.283002,268.449053,19.01666643
2559.283683,252.143586,19.08470131
2559.284364,259.617828,19.05298484
2559.285045,284.753573,18.95264816
2559.285726,322.942789,18.81600714
2559.286407,261.704987,19.04429112
2559.287089,292.037639,18.92522405
2559.287770,272.122164,19.00191133
2559.288451,272.575577,19.00010377
2559.289132,295.747595,18.91151806
2559.289813,283.935757,18.9557709
2559.290494,265.692248,19.02787391
2559.291175,244.410321,19.11852227
2559.291856,215.968431,19.25284544
2559.292537,222.666060,19.21968606
2559.293218,275.761752,18.98748604
2559.293899,284.697685,18.95286128
2559.294580,267.851226,19.01908702
2559.295262,296.018717,18.91052319
2559.295943,209.174261,19.28755051
2559.296624,298.419551,18.90175294
2559.297305,219.057321,19.23742669
2559.297986,230.983994,19.1798664
2559.298667,258.926699,19.05587903
2559.299348,256.686625,19.06531302
2559.300029,264.739160,19.03177565
2559.300710,254.565228,19.07432341
2559.301391,290.374104,18.93142641
2559.302072,289.009254,18.93654175
2559.302753,251.953499,19.08552013
2559.303434,222.614276,19.21993859
2559.304116,279.135323,18.97428412
2559.304797,277.087016,18.98228068
2559.305478,273.486814,18.99648014
2559.306159,288.463620,18.9385935
2559.306840,311.054637,18.85672942
2559.307521,280.618937,18.96852868
2559.308202,325.188276,18.80848392
2559.308883,299.971492,18.89612116
2559.309564,322.242084,18.81836547
2559.310245,346.095755,18.74083044
2559.310926,356.872350,18.70753887
2559.311607,337.231429,18.76900101
2559.312289,301.242480,18.89153058
2559.312970,286.497692,18.9460183
2559.313651,348.870941,18.73215913
2559.314332,312.787711,18.85069691
2559.315013,327.334823,18.80134059
2559.315694,307.516172,18.86915122
2559.316375,302.422869,18.88728454
2559.317056,295.889743,18.91099634
2559.317737,256.539978,19.06593348
2559.318418,295.538533,18.91228583
2559.319099,94.423096,20.15112552
2559.319780,337.897244,18.76685949
2559.320461,145.558501,19.68122718
2559.321143,248.674047,19.09974496
2559.321824,183.543592,19.42947305
2559.322505,177.053897,19.46855739
2559.323186,233.137812,19.16978933
2559.323867,237.816991,19.14821392
2559.324548,277.470357,18.98077964
2559.325229,265.261906,19.0296339
2559.325910,314.846994,18.84357224
2559.326591,328.510155,18.79744912
2559.327272,420.045924,18.53057918
2559.327953,302.283324,18.88778564
2559.328634,274.995912,18.99050552
2559.329316,260.967522,19.04735496
2559.329997,264.364479,19.03331336
2559.330678,276.611855,18.98414414
2559.331359,281.126957,18.96656489
2559.332040,237.942547,19.14764085
2559.332721,282.985657,18.95941006
2559.333402,301.051505,18.89221911
2559.334083,308.827943,18.86452965
2559.334764,294.874214,18.91472913
2559.335445,351.454987,18.72414684
2559.336126,308.560050,18.86547188
2559.336807,281.354196,18.96568763
2559.337488,331.402908,18.78793033
2559.338170,307.012139,18.87093225
2559.338851,306.774993,18.87177123
2559.339532,311.560836,18.85496396
2559.340213,300.970033,18.89251298
2559.340894,309.354542,18.86267988
2559.341575,294.659376,18.91552046
2559.342256,318.815861,18.82997132
2559.342937,346.433210,18.73977232
2559.343618,300.900915,18.89276235
2559.344299,325.772741,18.80653426
2559.344980,255.541118,19.07016914
2559.345661,299.766162,18.8968646
2559.346343,295.680382,18.91176484
2559.347024,295.041692,18.91411264
2559.347705,322.838589,18.81635752
2559.348386,343.690801,18.74840135
2559.349067,274.460335,18.99262214
2559.349748,264.017602,19.03473891
2559.350429,316.160113,18.83905342
2559.351110,331.532294,18.78750652
2559.351791,333.007053,18.78268754
2559.352472,325.833813,18.80633074
2559.353153,360.975263,18.69512751
2559.353834,340.796792,18.75758237
2559.354515,338.670744,18.76437691
2559.355197,378.267522,18.64432348
2559.355878,360.805363,18.69563866
2559.356559,362.148425,18.69160461
2559.357240,347.490125,18.73646495
2559.357921,390.021577,18.61109953
2559.358602,406.061679,18.5673411
2559.359283,430.812697,18.50309988
2559.359964,364.359497,18.68499588
2559.360645,373.852907,18.65706921
2559.361326,347.926406,18.73510264
2559.362007,350.107316,18.72831815
2559.362688,377.996946,18.64510039
2559.363369,338.357803,18.76538063
2559.364051,331.602286,18.78727733
2559.364732,345.317571,18.74327443
2559.365413,454.079906,18.44599041
2559.366094,331.675935,18.78703621
2559.366775,302.212812,18.88803894
2559.367456,298.463341,18.90159363
2559.368137,279.426612,18.9731517
2559.368818,313.743701,18.84738358
2559.369499,286.350186,18.94657744
2559.370180,289.463757,18.93483563
2559.370861,292.618920,18.92306511
2559.371543,289.125846,18.93610383
2559.372224,264.161329,19.03414802
2559.372905,292.491354,18.92353853
2559.373586,256.156189,19.06755899
2559.374267,287.809236,18.9410593
2559.374948,292.771830,18.9224979
2559.375629,293.990454,18.91798804
2559.376310,276.347269,18.98518318
2559.376991,300.257944,18.89508485
2559.377672,297.088386,18.90660693
2559.378353,278.414296,18.97709229
2559.379034,305.016378,18.87801322
2559.379716,298.310516,18.90214971
2559.380397,314.510805,18.84473219
2559.381078,291.478271,18.92730566
2559.381759,260.703313,19.04845474
2559.382440,258.183884,19.05899829
2559.383121,224.612557,19.21023604
2559.383802,194.668623,19.36558122
2559.384483,99.014177,20.09957766
2559.385164,259.872252,19.05192134
2559.385845,97.410977,20.11730137
2559.386526,181.581323,19.44114318
2559.387207,237.371301,19.15025059
2559.387888,248.232107,19.10167623
2559.388569,267.538039,19.02035727
2559.389251,272.443253,19.00063097
2559.389932,265.021000,19.0306204
2559.390613,326.819526,18.80305113
2559.391294,282.621582,18.96080781
2559.391975,279.092910,18.97444911
2559.392656,276.877761,18.98310093
2559.393337,279.253040,18.97382634
2559.394018,289.022582,18.93649168
2559.394699,267.041920,19.02237251
2559.395380,253.043515,19.08083309
2559.396061,261.113610,19.04674734
2559.396743,300.704450,18.89347148
2559.397424,267.282999,19.02139278
2559.398105,273.716452,18.99556886
2559.398786,242.586278,19.12665554
2559.399467,268.914396,19.01478598
2559.400148,267.706854,19.01967239
2559.400829,260.038750,19.05122594
2559.401510,244.231282,19.11931789
2559.402191,232.162324,19.17434176
2559.402872,241.858803,19.12991637
2559.403553,223.917573,19.21360067
2559.404234,223.126619,19.21744266
2559.404916,244.905316,19.11632559
2559.405597,282.612028,18.96084451
2559.406278,278.662857,18.9761234
2559.406959,245.798453,19.11237325
2559.407640,265.833201,19.02729807
2559.408321,262.362588,19.04156635
2559.409002,231.454992,19.17765474
2559.409683,232.147282,19.17441211
2559.410364,261.327695,19.04585752
2559.411045,271.544147,19.00422
2559.411726,285.319572,18.95049221
2559.412407,264.925759,19.03101065
2559.413088,272.140509,19.00183813
2559.413770,275.769527,18.98745543
2559.414451,241.334443,19.13227285
2559.415132,232.235871,19.17399786
2559.415813,237.771536,19.14842146
2559.416494,236.242079,19.15542798
2559.417175,258.989348,19.05561636
2559.417856,258.648344,19.05704686
2559.418537,257.845564,19.06042196
2559.419218,283.901253,18.95590285
2559.419899,273.058183,18.99818313
2559.420580,248.604527,19.10004853
2559.421261,275.695821,18.98774566
2559.421942,256.034028,19.0680769
2559.422624,233.237269,19.16932625
2559.423305,256.558302,19.06585593
2559.423986,267.402400,19.02090787
2559.424667,254.702042,19.07374005
2559.425348,236.044995,19.15633412
2559.426029,244.241827,19.11927102
2559.426710,255.447326,19.07056772
2559.427391,257.165049,19.06329126
2559.428072,260.194742,19.05057483
2559.428753,273.473101,18.99653458
2559.429434,225.428572,19.20629872
2559.430116,242.653422,19.12635506
2559.430797,253.745649,19.07782461
2559.431478,265.166068,19.03002625
2559.432159,316.250767,18.83874215
2559.432840,289.734827,18.93381936
2559.433521,269.683220,19.01168631
2559.434202,266.433693,19.02484826
2559.434883,239.353454,19.14122187
2559.435564,269.403461,19.01281319
2559.436245,253.956859,19.07692125
2559.436926,288.822683,18.93724287
2559.437607,290.606951,18.93055612
2559.438288,299.733049,18.89698454
2559.438969,311.302183,18.8558657
2559.439651,313.569087,18.84798801
2559.440332,290.686678,18.9302583
2559.441013,319.816089,18.82657035
2559.441694,281.864791,18.96371904
2559.442375,231.599226,19.17697836
2559.443056,246.496556,19.10929398
2559.443737,242.805731,19.12567379
2559.444418,306.380950,18.87316672
2559.445099,284.523928,18.95352413
2559.445780,275.447839,18.98872269
2559.446461,265.932123,19.02689412
2559.447142,257.995116,19.05979241
2559.447823,238.627966,19.14451777
2559.448505,253.210646,19.08011622
2559.449186,239.006040,19.14279893
2559.449867,149.850006,19.6496792
2559.450548,335.495648,18.77460389
2559.451229,70.267661,20.47193238
2559.451910,131.811044,19.78894162
2559.452591,141.523041,19.71175324
2559.453272,200.758073,19.33213857
2559.453953,221.951838,19.22317426
2559.454634,209.951864,19.28352178
2559.455315,213.294336,19.26637281
2559.455997,206.106710,19.30359079
2559.456678,227.812558,19.19487697
2559.457359,274.810685,18.99123708
2559.458040,275.244504,18.98952448
2559.458721,279.178072,18.97411786
2559.459402,282.626232,18.96078995
2559.460083,269.227168,19.01352391
2559.460764,294.433530,18.91635295
2559.461445,285.713098,18.94899574
2559.462126,274.911148,18.99084024
2559.462807,295.217255,18.91346677
2559.463488,295.602262,18.91205173
2559.464169,311.177679,18.85630002
2559.464851,270.665836,19.00773751
2559.465532,287.878408,18.94079839
2559.466213,274.506902,18.99243795
2559.466894,280.803888,18.96781333
2559.467575,254.010224,19.07669312
2559.468256,292.885661,18.92207584
2559.468937,226.088812,19.20312344
2559.469618,284.107307,18.95511511
2559.470299,295.529534,18.91231889
2559.470980,231.920994,19.17547096
2559.471661,279.184807,18.97409166
2559.472342,257.733565,19.06089367
2559.473023,289.760907,18.93372164
2559.473705,328.553949,18.79730439
2559.474386,250.024447,19.09386493
2559.475067,249.754620,19.09503729
2559.475748,244.967511,19.11604989
2559.476429,266.843643,19.02317896
2559.477110,292.585502,18.92318911
2559.477791,256.346981,19.0667506
2559.478472,252.759488,19.08205245
2559.479153,225.658451,19.20519211
2559.479834,379.808610,18.6399091
2559.480515,2272.955759,16.69734366
2559.481196,248.278249,19.10147443
2559.481878,261.496214,19.0451576
2559.482559,264.753929,19.03171508
2559.483240,231.470547,19.17758177
2559.483921,215.779423,19.25379605
2559.484602,233.352752,19.1687888
2559.485283,201.437236,19.32847173
2559.485964,213.783574,19.26388528
2559.486645,252.004080,19.08530219
2559.487326,267.871412,19.0190052
2559.488007,240.202078,19.13737922
2559.488688,237.758262,19.14848207
2559.489370,220.947821,19.22809681
2559.490051,254.047656,19.07653314
2559.490732,260.114696,19.05090889
2559.491413,263.117612,19.03844632
2559.492094,219.200664,19.23671645
2559.492775,239.591973,19.14014046
2559.493456,251.907005,19.0857205
2559.494137,248.552294,19.10027668
2559.494818,194.098653,19.36876481
2559.495499,257.543790,19.06169341
2559.496180,267.243690,19.02155247
2559.496861,255.614670,19.06985668
2559.497542,492.842593,18.35705053
2559.498223,274.323974,18.99316171
2559.498905,243.384850,19.12308727
2559.499586,236.721054,19.1532289
2559.500267,275.343061,18.98913578
2559.500948,283.030858,18.95923665
2559.501629,292.578095,18.9232166
2559.502310,271.573064,19.00410439
2559.502991,283.874427,18.95600544
2559.503672,295.042665,18.91410906
2559.504353,262.531754,19.04086652
2559.505034,282.889935,18.95977738
2559.505715,307.746302,18.86833901
2559.506396,289.374583,18.93517016
2559.507078,305.587366,18.87598263
2559.507759,281.944669,18.9634114
2559.508440,257.454682,19.06206913
2559.509121,300.764117,18.89325607
2559.509802,276.933484,18.98288244
2559.510483,305.497549,18.87630179
2559.511164,273.937201,18.99469358
2559.511845,294.750793,18.91518366
2559.512526,315.868866,18.84005406
2559.513207,299.215325,18.89886154
2559.513888,245.813408,19.1123072
2559.514570,263.493243,19.03689741
2559.515250,236.090756,19.15612366
2559.515932,241.661110,19.1308042
2559.516613,175.514150,19.47804078
2559.517294,292.176085,18.92470945
2559.517975,158.962680,19.58558318
2559.518656,211.911321,19.27343572
2559.519337,171.605143,19.50249537
2559.520018,215.301766,19.25620214
2559.520699,223.780640,19.21426484
2559.521380,235.125661,19.16057104
2559.522061,233.473207,19.1682285
2559.522742,233.413881,19.16850442
2559.523424,271.015650,19.00633519
2559.524105,237.686477,19.14880993
2559.524786,279.201872,18.9740253
2559.525467,232.607373,19.17226243
2559.526148,271.619682,19.00391803
2559.526829,250.492488,19.09183435
2559.527510,205.799593,19.30520984
2559.528191,254.953664,19.07266797
2559.528872,280.394040,18.96939917
2559.529553,245.158013,19.11520588
2559.530234,257.762089,19.06077351
2559.530915,232.586650,19.17235916
2559.531596,264.695555,19.03195449
2559.532277,544.509169,18.24880812
2559.532959,256.077651,19.06789192
2559.533640,270.383783,19.00886952
2559.534321,267.820313,19.01921234
2559.535002,262.842348,19.03958277
2559.535683,264.182282,19.0340619
2559.536364,289.844175,18.93340968
2559.537045,279.587486,18.97252679
2559.537726,253.250741,19.07994431
2559.538407,274.330082,18.99313753
2559.539088,295.786884,18.91137384
2559.539769,269.833701,19.01108064
2559.540451,279.523981,18.97277343
2559.541132,283.715727,18.95661259
2559.541813,263.306546,19.03766698
2559.542494,546.082633,18.2456752
2559.543175,273.819283,18.99516104
2559.543856,260.057460,19.05114783
2559.544537,274.159914,18.99381123
2559.545218,285.127092,18.9512249
2559.545899,268.443553,19.01668867
2559.546580,300.069376,18.89576693
2559.547261,297.442279,18.90531437
2559.547942,288.121336,18.93988257
2559.548623,319.662945,18.82709038
2559.549304,323.664112,18.81358475
2559.549986,330.988475,18.78928894
2559.550667,279.879206,18.97139454
2559.551348,262.784995,19.03981971
2559.552029,228.706229,19.19062614
2559.552710,237.812817,19.14823297
2559.553391,259.877381,19.05189991
2559.554072,211.847101,19.2737648
2559.554753,251.478740,19.08756793
2559.555434,237.988815,19.14742975
2559.556115,271.425298,19.00469531
2559.556796,279.395193,18.97327379
2559.557478,292.274934,18.92434219
2559.558159,280.131803,18.97041507
2559.558840,268.274298,19.01737345
2559.559521,271.829896,19.00307807
2559.560202,250.936323,19.08991229
2559.560883,308.627207,18.8652356
2559.561564,267.311838,19.02127564
2559.562245,255.264933,19.07134322
2559.562926,256.323702,19.0668492
2559.563607,255.533967,19.07019953
2559.564288,273.546361,18.99624376
2559.564969,263.821206,19.03554686
2559.565650,285.907274,18.94825811
2559.566331,288.751705,18.93750972
2559.567013,297.871761,18.90374778
2559.567694,312.873099,18.85040056
2559.568375,311.042444,18.85677198
2559.569056,325.053716,18.80893328
2559.569737,313.007893,18.84993289
2559.570418,269.677880,19.0117078
2559.571099,271.739665,19.00343853
2559.571780,269.928209,19.01070043
2559.572461,314.092829,18.84617606
2559.573142,281.970804,18.96331076
2559.573823,327.994662,18.79915418
2559.574505,290.586842,18.93063125
2559.575186,281.446966,18.96532969
2559.575867,290.488383,18.93099919
2559.576548,284.786165,18.9525239
2559.577229,246.420994,19.10962685
2559.577910,238.761683,19.14390954
2559.578591,298.787914,18.90041355
2559.579272,291.423536,18.92750956
2559.579953,295.125814,18.91380312
2559.580634,268.094871,19.01809985
2559.581315,171.860183,19.50088294
2559.581996,399.898980,18.58394538
2559.582677,335.725618,18.77385991
2559.583359,287.955741,18.94050676
2559.584040,194.410711,19.36702065
2559.584721,212.424736,19.2708084
2559.585402,173.010186,19.49364193
2559.586083,198.949207,19.34196559
2559.586764,230.819554,19.18063962
2559.587445,248.775634,19.09930151
2559.588126,250.830543,19.09037007
2559.588807,261.806173,19.04387141
2559.589488,253.481288,19.07895636
2559.590169,249.895155,19.09442653
2559.590850,237.894860,19.14785847
2559.591532,244.259445,19.1191927
2559.592213,262.427288,19.04129863
2559.592894,235.083240,19.16076695
2559.593575,252.109846,19.0848466
2559.594256,274.589110,18.99211284
2559.594937,284.159785,18.95491458
2559.595618,267.889974,19.01892997
2559.596299,252.181589,19.08453768
2559.596980,262.668574,19.04030083
2559.597661,256.030638,19.06809127
2559.598342,292.305788,18.92422758
2559.599023,260.660633,19.04863251
2559.599704,247.178222,19.10629561
2559.600386,277.292715,18.98147497
2559.601067,233.966766,19.16593569
2559.601748,269.785867,19.01127313
2559.602429,258.902575,19.05598019
2559.603110,246.217280,19.11052479
2559.603791,273.742140,18.99546697
2559.604472,276.064516,18.98629465
2559.605153,255.179854,19.07170515
2559.605834,254.709619,19.07370775
2559.606515,250.044288,19.09377877
2559.607196,244.205885,19.1194308
2559.607877,233.891666,19.16628425
2559.608559,240.933007,19.13408036
2559.609240,256.735040,19.06510825
2559.609921,277.779576,18.97957034
2559.610602,266.531719,19.02444887
2559.611283,332.564587,18.78413111
2559.611964,275.053601,18.99027778
2559.612645,278.445841,18.97696928
2559.613326,236.311240,19.15511017
2559.614007,247.881650,19.10321017
2559.614688,269.398242,19.01283423
2559.615369,211.932482,19.2733273
2559.616050,235.295645,19.1597864
2559.616731,261.799557,19.04389885
