0.172508	98.015942
0.172752	3.402158
0.172774	7.962355
0.172796	4.583907
0.172818	50.411877
0.172841	1.528988
0.172863	7.904831
0.172885	0.870735
0.172907	4.053061
0.172929	3.340413
0.172951	2.279150
0.172974	26.220921
0.172996	1.334290
0.173018	5.363364
0.173040	0.827263
0.173062	5.856161
0.173084	0.637335
0.173106	7.692855
0.173129	0.503238
0.173151	27.571304
0.173173	0.427833
0.173195	1.324880
0.173217	1.804699
0.173239	1.655564
0.173261	4.899478
0.173284	0.674038
0.173306	1.681309
0.173328	3.975211
0.173350	0.477668
0.173372	0.569771
0.173394	0.225756
0.173416	1.011938
0.173439	0.248806
0.173461	3.127659
0.173483	1.066663
0.173505	0.181767
0.173527	2.393833
0.173549	1.060540
0.173572	1.441280
0.173594	1.063839
0.173616	8.910140
0.173638	0.426239
0.173660	27.263918
0.173682	2.883251
0.173704	1.957919
0.173727	0.723050
0.173749	0.256523
0.173771	1.328019
0.173793	0.220906
0.173815	3.497606
0.173837	0.352787
0.173860	3.914767
0.173882	1.579083
0.173904	0.426274
0.173926	1.999093
0.173948	17.333591
0.173970	2.219860
0.173992	0.116608
0.174015	9.476024
0.174037	1.042551
0.174059	6.260709
0.174081	0.365529
0.174103	0.594112
0.174125	1.007859
0.174147	0.182955
0.174170	2.679926
0.174192	0.049603
0.174214	2.263988
0.174236	2.493302
0.174258	5.234084
0.174280	0.586881
0.174303	1.729288
0.174325	0.334783
0.174347	0.316249
0.174369	1.868886
0.174391	0.355479
0.174413	1.653480
0.174435	0.121387
0.174458	0.144487
0.174480	3.501481
0.174502	3.575576
0.174524	0.142509
0.174546	0.658691
0.174568	0.840940
0.174590	0.581326
0.174613	0.438124
0.174635	0.557288
0.174657	0.196234
0.174679	3.015739
0.174701	0.148207
0.174723	0.559046
0.174745	0.380250
0.174768	0.662750
0.174790	0.435242
0.174812	0.328391
0.174834	5.346388
0.174856	1.103486
0.174878	1.479427
0.174901	0.192341
0.174923	0.948496
0.174945	0.263164
0.174967	0.538863
0.174989	0.565723
0.175011	5.013320
0.175033	0.229555
0.175056	1.358472
0.175078	0.411282
0.175100	1.216079
0.175122	1.069698
0.175144	0.154701
0.175166	12.544232
0.175189	0.628149
0.175211	0.526068
0.175233	3.872616
0.175255	1.019766
0.175277	0.504951
0.175299	0.836342
0.175321	2.175927
0.175344	0.685410
0.175366	2.168969
0.175388	0.588587
0.175410	0.940356
0.175432	0.128303
0.175454	1.053644
0.175477	0.364080
0.175499	0.958520
0.175521	4.101773
0.175543	0.228925
0.175565	0.698247
0.175587	0.438829
0.175609	0.617048
0.175632	1.422375
0.175654	3.479230
0.175676	0.287624
0.175698	0.776528
0.175720	5.424019
0.175742	3.858370
0.175764	10.360963
0.175787	0.369767
0.175809	19.678694
0.175831	0.688368
0.175853	4.207076
0.175875	1.695710
0.175897	2.114736
0.175919	0.510173
0.175942	4.547211
0.175964	0.360643
0.175986	1.870691
0.176008	2.361521
0.176030	1.201577
0.176052	4.305790
0.176075	0.290082
0.176097	3.126818
0.176119	0.720985
0.176141	2.730372
0.176163	0.457136
0.176185	4.080322
0.176207	0.710349
0.176230	1.393871
0.176252	3.200434
0.176274	0.624481
