JDtimes,observed fluxes,observed uncertainties
20.672555000000106,0.21793559013641967,0.0331510965237014
20.673236000000085,0.2498565308365693,0.032902650784341764
20.673917000000074,0.3053370485269857,0.032538164402925646
20.67459800000006,0.378565103390015,0.03214742710582999
20.675279000000046,0.3203669269546956,0.03245082636579112
20.675960000000032,0.3696533086681277,0.03219072738078618
20.676641000000018,0.44378980220990466,0.03185849267679775
20.677322000000004,0.4918544358023283,0.0316715834853105
20.67800299999999,0.45490146441310764,0.03181354327173087
20.678683999999976,0.40702601480023837,0.03201566949662733
20.679365999999842,0.44186304757654066,0.031866401232426816
20.680046999999828,0.5040144421269094,0.03162719332701781
20.680727999999817,0.5070639424992799,0.03161622908692495
20.681408999999803,0.4808958825959315,0.03171253815815857
20.68208999999979,0.5301460068507178,0.03153531708082565
20.682770999999775,0.4455934023532289,0.03185112066727157
20.68345199999976,0.43147001061438867,0.03190966420863988
20.684132999999747,0.37951435138030626,0.032142875152486865
20.684814000000188,0.5039213677004466,0.03162752901570594
20.68549500000017,0.4576847491916414,0.03180245615337295
20.68617600000016,0.45345468333205535,0.03181933328218763
20.686857000000145,0.44969797669201206,0.03183445433997101
20.687538000000128,0.45847660753493913,0.03179931413604636
20.68821900000012,0.5504813050404331,0.031466900840050896
20.688900999999987,0.5908400367179676,0.031338299929951186
20.68958100000009,0.5743812899808145,0.03138965112521846
20.690262999999963,0.5599502221152709,0.031435901499731404
20.690943999999945,0.5687609921534643,0.03140752407020733
20.69162499999993,0.537023059711891,0.03151189052374254
20.69230599999992,0.46733826658541056,0.03176451748903662
20.692986999999906,0.4932880334182944,0.03166629340859072
20.69366799999989,0.5019420365712737,0.03163468243919577
20.694348999999875,0.48651940304808045,0.03169140649497311
20.69502999999986,0.4292027944600043,0.031919240309378476
20.695710999999847,0.4417005854344092,0.03186706964666236
20.696391999999832,0.4400950252109956,0.03187368865014464
20.697072999999822,0.43409112454259086,0.03189865583951341
20.697753999999804,0.44790603324296013,0.03184171160731345
20.69843499999979,0.44475953102709925,0.03185452531596359
20.699115999999773,0.427610836224378,0.03192599459613867
20.699798000000104,0.42829795842466806,0.03192307622060267
20.700479000000087,0.4181225130889334,0.03196678026952002
20.701160000000073,0.47685678362260675,0.031727869029742485
20.70184100000006,0.421045433781478,0.03195411823349677
20.702522000000048,0.4106433416621639,0.031999587276349405
20.70320300000003,0.3583278985509946,0.032247286438173824
20.703884000000016,0.42067932016705895,0.03195569941226171
20.704565,0.348556878397742,0.03229753830823244
20.70524599999999,0.396518078289804,0.03206321022685064
20.705926999999974,0.3675520719206553,0.03220108884774394
20.70660799999996,0.3605852074359973,0.032235872135509054
20.707288999999946,0.3843402412240632,0.03211990806636598
20.707969999999925,0.394865625108863,0.03207080082241318
20.70865099999992,0.35365302676462884,0.032271155809015656
20.709331999999907,0.41400053322805486,0.031984787828150486
20.71001299999989,0.4102312709069772,0.03200141213577185
20.71069399999988,0.3527962806617453,0.032275564443445
20.711375999999746,0.349852495775503,0.03229079456824431
20.712057000000183,0.4099132555954648,0.032002821720229314
20.71273800000017,0.3681048935343287,0.03219835708310992
20.713419000000158,0.34315748522251166,0.03232591490071111
20.714100000000144,0.4122119831610639,0.03199265726027744
20.71478100000013,0.4347701910179293,0.03189581468978621
20.715462000000123,0.370807343164272,0.03218506172179439
20.716143000000105,0.355104709583557,0.032263710072530434
